	prefix	input_text	target_text
8776	translate turkish to english	Tom bir kedi seven deÄŸil.	Tom isn't a cat lover.
8777	translate english to turkish	Tom isn't a cat lover.	Tom bir kedi seven deÄŸil.
8778	translate turkish to english	Polis, tanÄ±klarÄ± sorguluyor.	Police are questioning witnesses.
8779	translate english to turkish	Police are questioning witnesses.	Polis, tanÄ±klarÄ± sorguluyor.
8780	translate turkish to english	Tom Mary ile ilgili ne olduÄŸu hakkÄ±nda Ã§ok aÃ§Ä±k sÃ¶zlÃ¼ deÄŸildi.	Tom wasn't very forthcoming about what happened with Mary.
8781	translate english to turkish	Tom wasn't very forthcoming about what happened with Mary.	Tom Mary ile ilgili ne olduÄŸu hakkÄ±nda Ã§ok aÃ§Ä±k sÃ¶zlÃ¼ deÄŸildi.
8782	translate turkish to english	Tom'a ne olduÄŸunu biliyorum.	I know what happened to Tom.
8783	translate english to turkish	I know what happened to Tom.	Tom'a ne olduÄŸunu biliyorum.
8784	translate turkish to english	Sami, Leyla'ya Ã¼zgÃ¼n bir yÃ¼zle mesaj attÄ±.	Sami texted Layla with a sad face.
8785	translate english to turkish	Sami texted Layla with a sad face.	Sami, Leyla'ya Ã¼zgÃ¼n bir yÃ¼zle mesaj attÄ±.
8786	translate turkish to english	Tom bir fÄ±rsat yakalayamadÄ±.	Tom didn't get a chance.
8787	translate english to turkish	Tom didn't get a chance.	Tom bir fÄ±rsat yakalayamadÄ±.
8788	translate turkish to english	UmarÄ±m Tom ve Mary okuldadÄ±r.	I hope Tom and Mary are at school.
8789	translate english to turkish	I hope Tom and Mary are at school.	UmarÄ±m Tom ve Mary okuldadÄ±r.
8790	translate turkish to english	Herhangi bir acÄ± hissetmek istemiyorum.	I don't want to feel any pain.
8791	translate english to turkish	I don't want to feel any pain.	Herhangi bir acÄ± hissetmek istemiyorum.
8792	translate turkish to english	Gitmeye karar verdiÄŸini bilmiyordum.	I didn't know you decided to leave.
8793	translate english to turkish	I didn't know you decided to leave.	Gitmeye karar verdiÄŸini bilmiyordum.
8794	translate turkish to english	O muhtemelen Tom'du.	That was probably Tom.
8795	translate english to turkish	That was probably Tom.	O muhtemelen Tom'du.
8796	translate turkish to english	Ciddi deÄŸil.	It's not serious.
8797	translate english to turkish	It's not serious.	Ciddi deÄŸil.
8798	translate turkish to english	Bunun tekrar olmasÄ±na izin verme.	Don't let this happen again.
8799	translate english to turkish	Don't let this happen again.	Bunun tekrar olmasÄ±na izin verme.
8800	translate turkish to english	Mutfaktaki musluk damlatÄ±yor gibi gÃ¶rÃ¼nÃ¼yor.	The faucet in the kitchen looks like it's dripping.
8801	translate english to turkish	The faucet in the kitchen looks like it's dripping.	Mutfaktaki musluk damlatÄ±yor gibi gÃ¶rÃ¼nÃ¼yor.
8802	translate turkish to english	Evde kalmayÄ± tercih ederim.	I'd rather stay home.
8803	translate english to turkish	I'd rather stay home.	Evde kalmayÄ± tercih ederim.
8804	translate turkish to english	GerÃ§ekten onu gÃ¶rmedim.	I really haven't seen him.
8805	translate english to turkish	I really haven't seen him.	GerÃ§ekten onu gÃ¶rmedim.
8806	translate turkish to english	Ben yaralandÄ±m.	I'm hurt.
8807	translate english to turkish	I'm hurt.	Ben yaralandÄ±m.
8808	translate turkish to english	SanÄ±rÄ±m o gerÃ§ekten senin iÃ§in Ã§alÄ±ÅŸtÄ±.	I think he really worked for you.
8809	translate english to turkish	I think he really worked for you.	SanÄ±rÄ±m o gerÃ§ekten senin iÃ§in Ã§alÄ±ÅŸtÄ±.
8810	translate turkish to english	Polise telefon edeceÄŸim!	I'll call the police!
8811	translate english to turkish	I'll call the police!	Polise telefon edeceÄŸim!
8812	translate turkish to english	Yapboz yapmayÄ± seviyorum.	I like doing puzzles.
8813	translate english to turkish	I like doing puzzles.	Yapboz yapmayÄ± seviyorum.
8814	translate turkish to english	NasÄ±l birisiniz?	What are you like?
8815	translate english to turkish	What are you like?	NasÄ±l birisiniz?
8816	translate turkish to english	O onunla ilgileniyor gibi gÃ¶rÃ¼nÃ¼yor.	He seems to be interested in her.
8817	translate english to turkish	He seems to be interested in her.	O onunla ilgileniyor gibi gÃ¶rÃ¼nÃ¼yor.
8818	translate turkish to english	Biz araba kullanmayÄ± seÃ§tik.	We chose to drive.
8819	translate english to turkish	We chose to drive.	Biz araba kullanmayÄ± seÃ§tik.
8820	translate turkish to english	O zaman iyi hissediyordum.	I felt good then.
8821	translate english to turkish	I felt good then.	O zaman iyi hissediyordum.
8822	translate turkish to english	Biz artÄ±k birlikte deÄŸiliz.	We're not together anymore.
8823	translate english to turkish	We're not together anymore.	Biz artÄ±k birlikte deÄŸiliz.
8824	translate turkish to english	O topluluk Ã¶nÃ¼nde konuÅŸmaktan nefret eder.	He hates public speaking.
8825	translate english to turkish	He hates public speaking.	O topluluk Ã¶nÃ¼nde konuÅŸmaktan nefret eder.
8826	translate turkish to english	Ä°tfaiyeciler, yangÄ±nÄ± binanÄ±n arkasÄ±nda kontrol altÄ±na alabildiler.	Firefighters were able to control the fire behind the building.
8827	translate english to turkish	Firefighters were able to control the fire behind the building.	Ä°tfaiyeciler, yangÄ±nÄ± binanÄ±n arkasÄ±nda kontrol altÄ±na alabildiler.
8828	translate turkish to english	Onun bir maraton koÅŸmak iÃ§in yeterli dayanÄ±klÄ±lÄ±ÄŸÄ± vardÄ±.	He had the strength to run a marathon.
8829	translate english to turkish	He had the strength to run a marathon.	Onun bir maraton koÅŸmak iÃ§in yeterli dayanÄ±klÄ±lÄ±ÄŸÄ± vardÄ±.
8830	translate turkish to english	AkÅŸam yemeÄŸi yemek istiyorum.	I want to eat dinner.
8831	translate english to turkish	I want to eat dinner.	AkÅŸam yemeÄŸi yemek istiyorum.
8832	translate turkish to english	O, piyanoda bir melodi Ã§aldÄ±.	He played a tune on the piano.
8833	translate english to turkish	He played a tune on the piano.	O, piyanoda bir melodi Ã§aldÄ±.
8834	translate turkish to english	O gelecek mi?	Is he coming?
8835	translate english to turkish	Is he coming?	O gelecek mi?
8836	translate turkish to english	Annen senin iÃ§in odanÄ± temizler mi?	Will your mother clean your room for you?
8837	translate english to turkish	Will your mother clean your room for you?	Annen senin iÃ§in odanÄ± temizler mi?
8838	translate turkish to english	Tom uydurma suÃ§lamalarla hapsedildi.	Tom was imprisoned on false charges.
8839	translate english to turkish	Tom was imprisoned on false charges.	Tom uydurma suÃ§lamalarla hapsedildi.
8840	translate turkish to english	Bu sizin sorununuz deÄŸil.	That's not your problem.
8841	translate english to turkish	That's not your problem.	Bu sizin sorununuz deÄŸil.
8842	translate turkish to english	Plastik torbalarÄ± nadiren kullanÄ±rÄ±m.	I rarely use plastic bags.
8843	translate english to turkish	I rarely use plastic bags.	Plastik torbalarÄ± nadiren kullanÄ±rÄ±m.
8844	translate turkish to english	Tom ÅŸimdi markete gitmiyor.	Tom isn't going to the store now.
8845	translate english to turkish	Tom isn't going to the store now.	Tom ÅŸimdi markete gitmiyor.
8846	translate turkish to english	Bunlar senin Ã§atallarÄ±n deÄŸil.	These aren't your forks.
8847	translate english to turkish	These aren't your forks.	Bunlar senin Ã§atallarÄ±n deÄŸil.
8848	translate turkish to english	O, merdivenin tepesinde korkunÃ§ bir yÃ¼z gÃ¶rdÃ¼.	He saw a horrible face on the top of the stairs.
8849	translate english to turkish	He saw a horrible face on the top of the stairs.	O, merdivenin tepesinde korkunÃ§ bir yÃ¼z gÃ¶rdÃ¼.
8850	translate turkish to english	Tom bana kazanamayacaÄŸÄ±nÄ± sÃ¶yledi.	Tom told me he couldn't win.
8851	translate english to turkish	Tom told me he couldn't win.	Tom bana kazanamayacaÄŸÄ±nÄ± sÃ¶yledi.
8852	translate turkish to english	BeÅŸ kere beÅŸ yirmi beÅŸtir.	Five times five is twenty-five.
8853	translate english to turkish	Five times five is twenty-five.	BeÅŸ kere beÅŸ yirmi beÅŸtir.
8854	translate turkish to english	Hamuru top ÅŸeklinde biÃ§imlendir.	Format the dough in the shape of a ball.
8855	translate english to turkish	Format the dough in the shape of a ball.	Hamuru top ÅŸeklinde biÃ§imlendir.
8856	translate turkish to english	Bu bir ÅŸirket arabasÄ±.	It's a company car.
8857	translate english to turkish	It's a company car.	Bu bir ÅŸirket arabasÄ±.
8858	translate turkish to english	Birlikte ÅŸarkÄ± sÃ¶ylemeyin.	Don't sing together.
8859	translate english to turkish	Don't sing together.	Birlikte ÅŸarkÄ± sÃ¶ylemeyin.
8860	translate turkish to english	Tom genelde Ã§ok hÄ±zlÄ± sÃ¼rer.	Tom usually drives very fast.
8861	translate english to turkish	Tom usually drives very fast.	Tom genelde Ã§ok hÄ±zlÄ± sÃ¼rer.
8862	translate turkish to english	Saat ona kadar bekledi ve Ã§ok geÃ§meden gitti.	He waited until ten o'clock and left not long after.
8863	translate english to turkish	He waited until ten o'clock and left not long after.	Saat ona kadar bekledi ve Ã§ok geÃ§meden gitti.
8864	translate turkish to english	Onlar genellikle bizden daha sonra eve varÄ±rlar.	They usually get home later than we do.
8865	translate english to turkish	They usually get home later than we do.	Onlar genellikle bizden daha sonra eve varÄ±rlar.
8866	translate turkish to english	Bir avukat tuttum.	I hired a lawyer.
8867	translate english to turkish	I hired a lawyer.	Bir avukat tuttum.
8868	translate turkish to english	Alesszia Ä°ngilizce konuÅŸamÄ±yor.	Alesszia doesn't speak English.
8869	translate english to turkish	Alesszia doesn't speak English.	Alesszia Ä°ngilizce konuÅŸamÄ±yor.
8870	translate turkish to english	Polis beni takip ediyor.	The police are following me.
8871	translate english to turkish	The police are following me.	Polis beni takip ediyor.
8872	translate turkish to english	Mary aÃ§Ä±kÃ§a Tom'la ilgileniyordu. O tek kiÅŸi deÄŸildi.	Mary was clearly interested in Tom. She wasn't the only one.
8873	translate english to turkish	Mary was clearly interested in Tom. She wasn't the only one.	Mary aÃ§Ä±kÃ§a Tom'la ilgileniyordu. O tek kiÅŸi deÄŸildi.
8874	translate turkish to english	Onu geri kazanmak iÃ§in her ÅŸeyi veririm.	I'd give anything to win her back.
8875	translate english to turkish	I'd give anything to win her back.	Onu geri kazanmak iÃ§in her ÅŸeyi veririm.
8876	translate turkish to english	Konser bÃ¼yÃ¼k bir hayal kÄ±rÄ±klÄ±ÄŸÄ±ydÄ±.	The concert was a huge disappointment.
8877	translate english to turkish	The concert was a huge disappointment.	Konser bÃ¼yÃ¼k bir hayal kÄ±rÄ±klÄ±ÄŸÄ±ydÄ±.
8878	translate turkish to english	OnlarÄ±n artÄ±k elektrikleri yoktu.	They didn't have electricity anymore.
8879	translate english to turkish	They didn't have electricity anymore.	OnlarÄ±n artÄ±k elektrikleri yoktu.
8880	translate turkish to english	Fadil annesini ve babasÄ±nÄ± kÃ¼Ã§Ã¼kken kaybetti.	Fadil lost his mother and father when he was little.
8881	translate english to turkish	Fadil lost his mother and father when he was little.	Fadil annesini ve babasÄ±nÄ± kÃ¼Ã§Ã¼kken kaybetti.
8882	translate turkish to english	O, baÅŸkanla konuÅŸtu.	He spoke to the president.
8883	translate english to turkish	He spoke to the president.	O, baÅŸkanla konuÅŸtu.
8884	translate turkish to english	Hangi dilde rÃ¼ya gÃ¶rÃ¼yorsun?	What language are you dreaming in?
8885	translate english to turkish	What language are you dreaming in?	Hangi dilde rÃ¼ya gÃ¶rÃ¼yorsun?
8886	translate turkish to english	Tom onun Ã§ok fazla maliyeti olduÄŸunu sÃ¶yledi.	Tom said it cost too much.
8887	translate english to turkish	Tom said it cost too much.	Tom onun Ã§ok fazla maliyeti olduÄŸunu sÃ¶yledi.
8888	translate turkish to english	Belki Tom bunu nasÄ±l yapacaÄŸÄ±nÄ± tam olarak bilmemektedir.	Maybe Tom doesn't know exactly how to do that.
8889	translate english to turkish	Maybe Tom doesn't know exactly how to do that.	Belki Tom bunu nasÄ±l yapacaÄŸÄ±nÄ± tam olarak bilmemektedir.
8890	translate turkish to english	Tom bir otomobil kazasÄ±nda Ã¶ldÃ¼.	Tom died in an automobile accident.
8891	translate english to turkish	Tom died in an automobile accident.	Tom bir otomobil kazasÄ±nda Ã¶ldÃ¼.
8892	translate turkish to english	Onun elbiseleri yÄ±pranmÄ±ÅŸ.	Her clothes are worn out.
8893	translate english to turkish	Her clothes are worn out.	Onun elbiseleri yÄ±pranmÄ±ÅŸ.
8894	translate turkish to english	Bunu oyuncak kutuna koy.	Put this in your toy box.
8895	translate english to turkish	Put this in your toy box.	Bunu oyuncak kutuna koy.
8896	translate turkish to english	Tom gÃ¼ldÃ¼ ve odadan Ã§Ä±ktÄ±.	Tom laughed and left the room.
8897	translate english to turkish	Tom laughed and left the room.	Tom gÃ¼ldÃ¼ ve odadan Ã§Ä±ktÄ±.
8898	translate turkish to english	Ben o ders iÃ§in kayÄ±t yaptÄ±rabilir miyim?	Can I sign up for that class?
8899	translate english to turkish	Can I sign up for that class?	Ben o ders iÃ§in kayÄ±t yaptÄ±rabilir miyim?
8900	translate turkish to english	Tom panik halinde.	Tom is in a panic.
8901	translate english to turkish	Tom is in a panic.	Tom panik halinde.
8902	translate turkish to english	Susar mÄ±sÄ±n?	Will you shut up?
8903	translate english to turkish	Will you shut up?	Susar mÄ±sÄ±n?
8904	translate turkish to english	Tom istiyorsa gidebilir.	Tom can go if he wants to.
8905	translate english to turkish	Tom can go if he wants to.	Tom istiyorsa gidebilir.
8906	translate turkish to english	Tom'un ofisindeki biriyle Ã¶nceden konuÅŸtum.	I've already talked to someone in Tom's office.
8907	translate english to turkish	I've already talked to someone in Tom's office.	Tom'un ofisindeki biriyle Ã¶nceden konuÅŸtum.
8908	translate turkish to english	Evin hangi yÃ¶ne bakÄ±yor?	Which way does your house look?
8909	translate english to turkish	Which way does your house look?	Evin hangi yÃ¶ne bakÄ±yor?
8910	translate turkish to english	O meÅŸgul ve sizinle gÃ¶rÃ¼ÅŸemez.	He's busy and can't see you.
8911	translate english to turkish	He's busy and can't see you.	O meÅŸgul ve sizinle gÃ¶rÃ¼ÅŸemez.
8912	translate turkish to english	Onunla konuÅŸmaya gideceÄŸim.	I'm gonna go talk to him.
8913	translate english to turkish	I'm gonna go talk to him.	Onunla konuÅŸmaya gideceÄŸim.
8914	translate turkish to english	O zorunludur.	It's mandatory.
8915	translate english to turkish	It's mandatory.	O zorunludur.
8916	translate turkish to english	Bu asla bir Ã¶pÃ¼cÃ¼k deÄŸil.	It's never a kiss.
8917	translate english to turkish	It's never a kiss.	Bu asla bir Ã¶pÃ¼cÃ¼k deÄŸil.
8918	translate turkish to english	Tom, Mary'nin bunu neden yaptÄ±ÄŸÄ±nÄ± bilmiyor.	Tom doesn't know why Mary did that.
8919	translate english to turkish	Tom doesn't know why Mary did that.	Tom, Mary'nin bunu neden yaptÄ±ÄŸÄ±nÄ± bilmiyor.
8920	translate turkish to english	Ä°yi filmler ufkunuzu geniÅŸletir.	Good movies expand your horizons.
8921	translate english to turkish	Good movies expand your horizons.	Ä°yi filmler ufkunuzu geniÅŸletir.
8922	translate turkish to english	Onlar arkadaÅŸ mÄ±?	Are they friends?
8923	translate english to turkish	Are they friends?	Onlar arkadaÅŸ mÄ±?
8924	translate turkish to english	Ä°htiyaÃ§ duymadÄ±ÄŸÄ±m pek Ã§ok ÅŸeyim var.	I have a lot of things I don't need.
8925	translate english to turkish	I have a lot of things I don't need.	Ä°htiyaÃ§ duymadÄ±ÄŸÄ±m pek Ã§ok ÅŸeyim var.
8926	translate turkish to english	DÃ¼n iyi vakit geÃ§irdik.	We had a good time yesterday.
8927	translate english to turkish	We had a good time yesterday.	DÃ¼n iyi vakit geÃ§irdik.
8928	translate turkish to english	Bu sadece bir tesadÃ¼f deÄŸildir.	It's not just a coincidence.
8929	translate english to turkish	It's not just a coincidence.	Bu sadece bir tesadÃ¼f deÄŸildir.
8930	translate turkish to english	Adam dÃ¼ÅŸmÃ¼ÅŸ aÄŸacÄ±n Ã¼zerinde oturuyordu.	The man was sitting on a fallen tree.
8931	translate english to turkish	The man was sitting on a fallen tree.	Adam dÃ¼ÅŸmÃ¼ÅŸ aÄŸacÄ±n Ã¼zerinde oturuyordu.
8932	translate turkish to english	MeÅŸgul olduÄŸuna eminim, Tom.	I'm sure you're busy, Tom.
8933	translate english to turkish	I'm sure you're busy, Tom.	MeÅŸgul olduÄŸuna eminim, Tom.
8934	translate turkish to english	Bu bardak kirli.	This glass is dirty.
8935	translate english to turkish	This glass is dirty.	Bu bardak kirli.
8936	translate turkish to english	Sen cesursun, deÄŸil mi?	You're brave, aren't you?
8937	translate english to turkish	You're brave, aren't you?	Sen cesursun, deÄŸil mi?
8938	translate turkish to english	Peki, baÅŸlayalÄ±m.	All right, let's get started.
8939	translate english to turkish	All right, let's get started.	Peki, baÅŸlayalÄ±m.
8940	translate turkish to english	Tom'un geldiÄŸini hiÃ§ kimse bilmiyordu.	Nobody knew Tom was coming.
8941	translate english to turkish	Nobody knew Tom was coming.	Tom'un geldiÄŸini hiÃ§ kimse bilmiyordu.
8942	translate turkish to english	Tom her zaman siyah kÄ±yafetler giyer.	Tom always wears black clothes.
8943	translate english to turkish	Tom always wears black clothes.	Tom her zaman siyah kÄ±yafetler giyer.
8944	translate turkish to english	Tom adil davranmÄ±yor, deÄŸil mi?	Tom isn't being fair, is he?
8945	translate english to turkish	Tom isn't being fair, is he?	Tom adil davranmÄ±yor, deÄŸil mi?
8946	translate turkish to english	Bunun tekrar olmamasÄ±nÄ± umalÄ±m.	Let's hope that doesn't happen again.
8947	translate english to turkish	Let's hope that doesn't happen again.	Bunun tekrar olmamasÄ±nÄ± umalÄ±m.
8948	translate turkish to english	Her ÅŸeyin bir zamanÄ± vardÄ±r.	There's a time for everything.
8949	translate english to turkish	There's a time for everything.	Her ÅŸeyin bir zamanÄ± vardÄ±r.
8950	translate turkish to english	O kesinlikle beni deli ediyor.	He's definitely driving me crazy.
8951	translate english to turkish	He's definitely driving me crazy.	O kesinlikle beni deli ediyor.
8952	translate turkish to english	O tamamen ona aÅŸÄ±k.	She's totally in love with him.
8953	translate english to turkish	She's totally in love with him.	O tamamen ona aÅŸÄ±k.
8954	translate turkish to english	Tom sol elinde bir ÅŸey taÅŸÄ±yor.	Tom is carrying something in his left hand.
8955	translate english to turkish	Tom is carrying something in his left hand.	Tom sol elinde bir ÅŸey taÅŸÄ±yor.
8956	translate turkish to english	Sami Ã§alÄ±ntÄ± arabada oturup bekliyordu.	Sami was sitting in the stolen car waiting.
8957	translate english to turkish	Sami was sitting in the stolen car waiting.	Sami Ã§alÄ±ntÄ± arabada oturup bekliyordu.
8958	translate turkish to english	Sizi korumak istedim.	I wanted to protect you.
8959	translate english to turkish	I wanted to protect you.	Sizi korumak istedim.
8960	translate turkish to english	Evde kaÃ§ tane bilgisayar var?	How many computers are in the house?
8961	translate english to turkish	How many computers are in the house?	Evde kaÃ§ tane bilgisayar var?
8962	translate turkish to english	Ressama benim portremi yaptÄ±rdÄ±m.	I had the painter do my portrait.
8963	translate english to turkish	I had the painter do my portrait.	Ressama benim portremi yaptÄ±rdÄ±m.
8964	translate turkish to english	Evi gÃ¶rmek istemiyor musun?	Don't you want to see the house?
8965	translate english to turkish	Don't you want to see the house?	Evi gÃ¶rmek istemiyor musun?
8966	translate turkish to english	Sana bunu sadece bir kez sÃ¶yleyeceÄŸim.	I'm only gonna tell you this once.
8967	translate english to turkish	I'm only gonna tell you this once.	Sana bunu sadece bir kez sÃ¶yleyeceÄŸim.
8968	translate turkish to english	Tom bugÃ¼n okulda bir ÅŸey Ã¶ÄŸrenmediÄŸini sÃ¶yledi.	Tom said he didn't learn anything at school today.
8969	translate english to turkish	Tom said he didn't learn anything at school today.	Tom bugÃ¼n okulda bir ÅŸey Ã¶ÄŸrenmediÄŸini sÃ¶yledi.
8970	translate turkish to english	Devrim birÃ§ok deÄŸiÅŸiklikler getirdi.	The revolution has brought many changes.
8971	translate english to turkish	The revolution has brought many changes.	Devrim birÃ§ok deÄŸiÅŸiklikler getirdi.
8972	translate turkish to english	Bunu gerÃ§ekten istemedim.	I really didn't want this.
8973	translate english to turkish	I really didn't want this.	Bunu gerÃ§ekten istemedim.
8974	translate turkish to english	Bu bir ÅŸey Ã§aÄŸrÄ±ÅŸtÄ±rÄ±yor mu?	Does that ring a bell?
8975	translate english to turkish	Does that ring a bell?	Bu bir ÅŸey Ã§aÄŸrÄ±ÅŸtÄ±rÄ±yor mu?
8976	translate turkish to english	Tom konuÅŸkan deÄŸil.	Tom isn't talkative.
8977	translate english to turkish	Tom isn't talkative.	Tom konuÅŸkan deÄŸil.
8978	translate turkish to english	Åžair kelimelere aÅŸÄ±ktÄ±.	The poet was in love with words.
8979	translate english to turkish	The poet was in love with words.	Åžair kelimelere aÅŸÄ±ktÄ±.
8980	translate turkish to english	Onlara dÄ±ÅŸarÄ±da kalmalarÄ±nÄ± sÃ¶yleyeceÄŸim.	I'll tell them to stay out.
8981	translate english to turkish	I'll tell them to stay out.	Onlara dÄ±ÅŸarÄ±da kalmalarÄ±nÄ± sÃ¶yleyeceÄŸim.
8982	translate turkish to english	Fare yataÄŸÄ±n altÄ±nda oradan oraya koÅŸturuyordu.	The mouse was running around under the bed.
8983	translate english to turkish	The mouse was running around under the bed.	Fare yataÄŸÄ±n altÄ±nda oradan oraya koÅŸturuyordu.
8984	translate turkish to english	Bir hata olabilir mi?	Could it be a mistake?
8985	translate english to turkish	Could it be a mistake?	Bir hata olabilir mi?
8986	translate turkish to english	Onlara sorsam iyi olur.	I'd better ask them.
8987	translate english to turkish	I'd better ask them.	Onlara sorsam iyi olur.
8988	translate turkish to english	Bu tek alternatiftir.	It's the only alternative.
8989	translate english to turkish	It's the only alternative.	Bu tek alternatiftir.
8990	translate turkish to english	HenÃ¼z hiÃ§bir ÅŸeye karar vermedik.	We haven't decided anything yet.
8991	translate english to turkish	We haven't decided anything yet.	HenÃ¼z hiÃ§bir ÅŸeye karar vermedik.
8992	translate turkish to english	Tom Mary ile ilgileniyor gibi gÃ¶rÃ¼nÃ¼yor.	Tom seems to be interested in Mary.
8993	translate english to turkish	Tom seems to be interested in Mary.	Tom Mary ile ilgileniyor gibi gÃ¶rÃ¼nÃ¼yor.
8994	translate turkish to english	Neden bana daha Ã¶nce sÃ¶ylemedin?	Why didn't you tell me before?
8995	translate english to turkish	Why didn't you tell me before?	Neden bana daha Ã¶nce sÃ¶ylemedin?
8996	translate turkish to english	O bir sorun gibi gÃ¶rÃ¼nmÃ¼yor.	That doesn't seem to be a problem.
8997	translate english to turkish	That doesn't seem to be a problem.	O bir sorun gibi gÃ¶rÃ¼nmÃ¼yor.
8998	translate turkish to english	Onun sekreteri, gizli bilgiyi sÄ±zdÄ±rmayÄ± kesinlikle reddetti.	His secretary certainly refused to leak classified information.
8999	translate english to turkish	His secretary certainly refused to leak classified information.	Onun sekreteri, gizli bilgiyi sÄ±zdÄ±rmayÄ± kesinlikle reddetti.
9000	translate turkish to english	Bay Jackson, oÄŸlunuz aÅŸÄ±rÄ± dozdan Ã¶ldÃ¼.	Mr. Jackson, your son died of an overdose.
9001	translate english to turkish	Mr. Jackson, your son died of an overdose.	Bay Jackson, oÄŸlunuz aÅŸÄ±rÄ± dozdan Ã¶ldÃ¼.
9002	translate turkish to english	Burada kÄ±rk kiÅŸi iÃ§in yeterli yer yok.	There's not enough room for 40 people here.
9003	translate english to turkish	There's not enough room for 40 people here.	Burada kÄ±rk kiÅŸi iÃ§in yeterli yer yok.
9004	translate turkish to english	Kylie Minogue iÃ§in neredeyse aÄŸlÄ±yordum.	I almost cried for Kylie Minogue.
9005	translate english to turkish	I almost cried for Kylie Minogue.	Kylie Minogue iÃ§in neredeyse aÄŸlÄ±yordum.
9006	translate turkish to english	YÃ¼rÃ¼rÃ¼m.	I'll walk.
9007	translate english to turkish	I'll walk.	YÃ¼rÃ¼rÃ¼m.
9008	translate turkish to english	AnahtarÄ±mÄ± gÃ¶ren var mÄ±?	Has anyone seen my key?
9009	translate english to turkish	Has anyone seen my key?	AnahtarÄ±mÄ± gÃ¶ren var mÄ±?
9010	translate turkish to english	Tom Mary'nin yarÄ±n okula nasÄ±l gideceÄŸini bilmiyor.	Tom doesn't know how Mary will get to school tomorrow.
9011	translate english to turkish	Tom doesn't know how Mary will get to school tomorrow.	Tom Mary'nin yarÄ±n okula nasÄ±l gideceÄŸini bilmiyor.
9012	translate turkish to english	Yapmak zorunda olduÄŸumuz bir ÅŸey var.	There's something we have to do.
9013	translate english to turkish	There's something we have to do.	Yapmak zorunda olduÄŸumuz bir ÅŸey var.
9014	translate turkish to english	AkÅŸam yemeÄŸi iÃ§in Tom'u eve davet edebilirim.	I could invite Tom over for dinner.
9015	translate english to turkish	I could invite Tom over for dinner.	AkÅŸam yemeÄŸi iÃ§in Tom'u eve davet edebilirim.
9016	translate turkish to english	Tom bÃ¼tÃ¼n ev Ã¶devini henÃ¼z bitirmedi.	Tom hasn't finished his entire homework yet.
9017	translate english to turkish	Tom hasn't finished his entire homework yet.	Tom bÃ¼tÃ¼n ev Ã¶devini henÃ¼z bitirmedi.
9018	translate turkish to english	Bir diÅŸ fÄ±rÃ§asÄ±na ihtiyacÄ±m var.	I need a toothbrush.
9019	translate english to turkish	I need a toothbrush.	Bir diÅŸ fÄ±rÃ§asÄ±na ihtiyacÄ±m var.
9020	translate turkish to english	Yandaki evde yaÅŸayan adam Mary'nin sevgilisidir.	The man who lives next door is Mary's lover.
9021	translate english to turkish	The man who lives next door is Mary's lover.	Yandaki evde yaÅŸayan adam Mary'nin sevgilisidir.
9022	translate turkish to english	Tom Mary'nin eve erken gelmesini istedi.	Tom asked Mary to come home early.
9023	translate english to turkish	Tom asked Mary to come home early.	Tom Mary'nin eve erken gelmesini istedi.
9024	translate turkish to english	Radyoda onun konferansÄ±nÄ± dinledik.	We heard his lecture on the radio.
9025	translate english to turkish	We heard his lecture on the radio.	Radyoda onun konferansÄ±nÄ± dinledik.
9026	translate turkish to english	PastÄ±rma yazÄ± sÄ±rasÄ±nda Paris dÃ¼nyevi bir cennettir.	During the summer of bacon, Paris is a earthly paradise.
9027	translate english to turkish	During the summer of bacon, Paris is a earthly paradise.	PastÄ±rma yazÄ± sÄ±rasÄ±nda Paris dÃ¼nyevi bir cennettir.
9028	translate turkish to english	Onun eski ÅŸakalarÄ±ndan bÄ±ktÄ±m.	I'm sick of his old jokes.
9029	translate english to turkish	I'm sick of his old jokes.	Onun eski ÅŸakalarÄ±ndan bÄ±ktÄ±m.
9030	translate turkish to english	Tom ofisinin yakÄ±nÄ±nda yaÅŸamÄ±yor.	Tom doesn't live near his office.
9031	translate english to turkish	Tom doesn't live near his office.	Tom ofisinin yakÄ±nÄ±nda yaÅŸamÄ±yor.
9032	translate turkish to english	Onlara karÅŸÄ± sabÄ±rlÄ± olun.	Be patient with them.
9033	translate english to turkish	Be patient with them.	Onlara karÅŸÄ± sabÄ±rlÄ± olun.
9034	translate turkish to english	Tom'u gÃ¶rmek iÃ§in burada olduÄŸunuzu sanÄ±yordum.	I thought you were here to see Tom.
9035	translate english to turkish	I thought you were here to see Tom.	Tom'u gÃ¶rmek iÃ§in burada olduÄŸunuzu sanÄ±yordum.
9036	translate turkish to english	Bu aÄŸacÄ± budayamam. O Ã§ok yÃ¼ksek.	I can't trim this tree. It's too high.
9037	translate english to turkish	I can't trim this tree. It's too high.	Bu aÄŸacÄ± budayamam. O Ã§ok yÃ¼ksek.
9038	translate turkish to english	O her zaman Ã¶yleydi.	He's always been like that.
9039	translate english to turkish	He's always been like that.	O her zaman Ã¶yleydi.
9040	translate turkish to english	Kan, kÄ±rmÄ±zÄ± aktÄ±.	The blood ran red.
9041	translate english to turkish	The blood ran red.	Kan, kÄ±rmÄ±zÄ± aktÄ±.
9042	translate turkish to english	Tom fantastik bir iÅŸ yaptÄ±.	Tom did a fantastic job.
